2	3	28	31	32	37
3	6	20	21	26	27
17	18	19	22	36	38
13	18	22	33	34	37
6	10	17	29	33	34
3	8	18	26	32	36
8	12	13	15	17	24
9	12	31	37	38	39
2	20	25	26	36	37
3	5	13	20	27	38
19	21	23	25	27	28
4	6	12	14	19	38
8	17	28	32	35	39
8	15	16	28	30	34
5	10	14	18	26	33
1	12	14	15	19	27
4	5	6	8	9	33
7	11	12	26	29	30
12	16	28	29	34	39
24	25	29	31	33	39
9	10	18	31	34	36
8	9	26	28	33	39
5	11	14	25	29	35
1	2	8	18	19	39
2	4	10	27	34	35
12	19	23	27	34	39
4	8	13	22	34	39
15	20	25	28	30	37
4	17	21	29	30	31
1	11	16	23	25	26
3	12	21	22	23	26
2	19	26	31	36	39
1	2	7	12	13	35
6	9	16	19	24	31
1	10	13	27	28	36
17	21	29	34	37	39
1	3	5	15	17	24
2	11	14	16	28	34
8	9	15	16	19	31
1	4	6	7	31	33
2	3	9	23	32	33
9	15	16	20	22	27
2	9	19	22	32	33
1	2	5	18	27	32
9	15	16	19	25	36
5	12	24	26	31	38
3	5	13	15	21	28
3	6	14	21	32	36
8	18	22	25	27	28
5	7	12	18	35	37
5	11	17	19	21	23
3	9	14	16	24	30
9	10	15	27	34	39
18	31	33	34	35	36
4	19	21	22	24	28
2	5	12	17	30	39
10	11	15	28	32	39
5	12	19	27	28	31
12	26	27	32	36	38
1	10	12	18	20	36
14	16	27	31	33	34
2	13	14	28	38	39
6	7	10	11	13	31
1	7	11	25	31	38
1	5	19	26	38	39
4	7	23	33	34	36
3	5	6	7	28	31
3	6	12	24	36	38
9	18	32	34	35	37
6	10	12	19	22	35
12	22	27	28	30	31
15	22	25	31	38	39
3	5	16	25	31	37
10	11	22	28	34	37
1	9	13	23	29	31
2	10	11	14	25	26
10	15	19	20	24	39
11	19	20	22	35	39
1	8	21	27	33	35
5	6	13	19	33	39
4	5	27	32	35	38
10	18	32	33	35	36
1	3	8	29	31	33
1	2	8	28	30	32
3	8	14	23	35	39
4	16	23	25	34	36
12	13	15	21	25	28
3	5	10	25	27	34
20	23	31	33	35	39
7	17	27	34	37	38
5	12	17	19	27	35
4	8	15	16	22	33
1	2	26	28	30	31
1	5	12	16	20	33
5	10	14	15	24	36
11	21	22	26	28	33
12	14	15	21	28	35
1	4	6	11	15	35
5	11	12	13	22	37
13	17	18	24	25	27
6	8	10	19	35	39
5	13	19	29	30	31
11	16	20	23	24	29
1	2	3	24	25	37
2	16	21	22	24	29
11	18	30	31	33	35
9	29	34	36	37	38
15	21	22	35	36	39
4	12	14	30	35	36
20	21	24	25	35	37
6	9	13	21	37	39
1	2	16	18	28	37
4	12	14	19	20	26
1	19	22	34	37	38
11	21	22	27	30	34
6	8	20	21	22	27
4	9	15	24	36	39
6	7	12	27	34	35
1	2	4	12	21	36
6	9	19	22	36	39
4	5	6	19	21	29
9	12	16	18	23	32
2	16	22	25	34	36
18	19	25	32	33	38
14	15	18	28	31	38
8	18	23	26	32	33
1	2	11	18	28	32
20	26	27	28	36	38
2	3	4	8	15	28
2	7	8	17	25	39
1	4	6	16	17	37
9	14	26	32	33	38
17	26	28	29	30	37
